id,typnam,familyicon,genericicon
8,SQUARELATION,,
33,PB_WINDOW,,
34,PB_FUNCTION,Function,FunctionBlue
35,PB_DATAWINDOW,,
36,PB_STRUCTURE,,
37,PB_USEROBJECT,,
38,PB_MENU,,
39,PB_APPLICATION,,
40,PB_PROXYOBJECT,,
41,PB_RPCFUNC,Function,FunctionAction
43,PB_FUNCINCLASS,Function,FunctionBlue
44,PB_EVENT,,
45,PB_DATASTORE,,
46,PB_CONTROL,,
47,PB_EXTFUNCTION,Function,FunctionBlue
48,PB_DEC_PROC,,
49,PB_DEC_CURSOR,,
50,PB_LIBRARY,,
52,VB_FORM,Form,Form
53,VB_MDI_FORM,Form,Form
54,VB_MODULE,Package,Module
55,VB_CLASS_MODULE,Class,Class
56,VB_USER_CONTROL,UIButton,UIButton
57,VB_PROPERTY_PAGE,Variable,VariablePropertyBlue
58,VB_USER_DOC,Service,ServiceBlue
59,VB_DESIGNER,File,File_Grey
60,VB_CONTROL,UIButton,UIButton
61,VB_SUB,Service,ServiceGreen
62,VB_FUNCTION,Function,FunctionBlue
63,VB_PROPERTY_LET,PropertyGetter,PropertyGetter
64,VB_PROPERTY_GET,PropertyGetter,PropertyGetter
65,VB_PROPERTY_SET,PropertySetter,PropertySetter
66,VB_EVENT,EventHandler,EventHandler
67,VB_EXTFUNCTION,Package,Package
68,VB_EXTSUB,Service,ServiceBrown
69,VB_ENUM,Enumeration,Enumeration
70,VB_TYPE,Variable,Variable
71,VB_CONST,Variable,Variable
72,VB_VAR,Variable,Variable
77,VB_PROJECT_GROUP,Folder,FolderDarkBlue
81,CAST_Com_Interface,,
82,CAST_Com_DispInterface,,
83,CAST_Com_CoClass,,
86,CAST_Com_PropGet,PropertyGetter,PropertyGetter
87,CAST_Com_PropPut,,
88,CAST_Com_PropPutRef,PropertyGetter,PropertyGetter
89,CAST_Com_Method,Function,FunctionBlue
99,JV_PACKAGE,Package,PackageOrange
100,JV_CLASS,Class,Class
101,JV_CTOR,Constructor,Constructor
102,JV_METHOD,Function,FunctionOrange
103,JV_FIELD,Variable,Variable
104,JV_INTERFACE,Category,Category
105,JV_INIT,Function,FunctionBlueBracket
106,CAST_Forms_Trigger,Trigger,Trigger
107,CAST_Forms_Module,File,File_FMB
108,CAST_Forms_DataBlock,DataBlock,DataBlock
109,CAST_Forms_DataBlockItem,DataBlock,DataBlockItem
110,CAST_Forms_MenuModule,File,File_MMB
111,CAST_Forms_Menu,UIView,Menu
112,CAST_Forms_MenuItem,UIView,MenuItem
113,CAST_Forms_PlsqlModule,File,File_PLL
122,CAST_Forms_Procedure,Procedure,Procedure
123,CAST_Forms_Function,Function,FunctionPurple
124,CAST_Forms_Package,Package,PackageOrange
125,CAST_Forms_PackageBody,Package,PackageOrange
215,JV_EJB_ENTITY,DataBlock,DataObjectBrown
216,JV_EJB_SESSION,Service,ServiceRed
222,CAST_Forms_RecordGroup,DataBlock,DataObject
223,CAST_Forms_LOV,List,List
224,CAST_Forms_PopupMenu,UIView,Menu
225,CAST_Forms_PopupMenuItem,UIView,MenuItem
229,CAST_Com_Property,,
237,CAST_Com_TypeLibCwmmImported,Folder,FolderDarkBlue
268,JSP_SERVLET,Service,ServiceOrange
269,JV_APPLET,Class,Class
273,CAST_Web_Variable,Variable,Variable
274,CAST_Web_File,File,File_HTML
275,CAST_Web_FunctionClass,Class,Class
279,CAST_Web_Directory,Folder,FolderDarkBlue
282,JSP_BEAN,Beans,Beans
283,JSP_BEAN_PROP,Beans,Beans
284,JSP_TAG_LIB,Package,Package
285,JSP_TAG,Variable,Annotation
286,JSP_TAG_ATTR,Variable,Annotation
290,JSP_SERVLET_MAPPING,Package,ProcessRed
292,CAST_Forms_PropertyClass,Class,Class
293,CAST_Forms_VisualAttributes,UITextField,UITextFields
307,CAST_Web_FunctionEvent,EventHandler,EventHandler
308,CAST_Web_FunctionFunction,Function,FunctionOrangeBracket
309,CAST_Web_FunctionProcedure,Procedure,Procedure
310,CAST_Web_FunctionMethod,Function,FunctionBlue
311,CAST_Web_FunctionPropertyGet,PropertyGetter,PropertyGetter
314,CAST_Forms_Trigger_Tab,Trigger,TriggerRedCorner
315,CAST_Forms_DataBlock_Tab,DataBlock,DataBlockRedCorner
316,CAST_Forms_DataBlockItem_Tab,DataBlock,DataBlockItemRedCorner
317,CAST_Forms_Menu_Tab,UIView,MenuRedCorner
318,CAST_Forms_MenuItem_Tab,UIView,MenuItemRedCorner
319,CAST_Forms_Procedure_Tab,Procedure,ProcedureRedCorner
320,CAST_Forms_Function_Tab,Function,FunctionPurpleRedCorner
321,CAST_Forms_Package_Tab,Package,PackageOrangeRedCorner
322,CAST_Forms_PackageBody_Tab,Package,PackageOrangeRedCorner
323,CAST_Forms_RecordGroup_Tab,DataBlock,DataObjectRedCorner
324,CAST_Forms_LOV_Tab,List,ListRedCorner
325,CAST_Forms_PropertyClass_Tab,Class,ClassRedCorner
326,CAST_Forms_VisualAttributes_Tab,UITextField,UITextFieldsRedCorner
327,CAST_Forms_ObjectLibrary,File,File_OLB
328,CAST_Forms_ObjectLibraryTab,Package,ModuleRedCorner
357,PLSQLFILE,File,File_SQL
362,CAST_Web_FunctionPropertyLet,Variable,VariablePropertyBlue
363,JSP_PROPERTY_MAPPING,Process,ProcessRed
364,JSP_APPDESCRIPTOR,Function,FunctionOrangeProcess
365,JSP_PROPERTIES_FILE,File,File_Grey
366,JSP_XMLCONFIG_FILE,File,File_Grey
367,JSP_ACTION_MAPPING,Service,ServiceOrange
426,CAST_Web_FunctionPropertySet,PropertySetter,PropertySetter
512,C_FILE,File,File_Cpp
513,C_CLASS,Class,Class
514,C_METHOD,Function,FunctionGreen
515,C_GLOBAL,Variable,Variable
516,C_FUNCTION,Function,FunctionGreen
517,C_MACRO,Macro,Macro
522,CAST_Web_Instance,Region,Application_Web
527,C_ROOTDIRECTORY,Folder,FolderRed
528,C_DIRECTORY,Folder,FolderLightBlue
541,JV_EJB_MESSAGE,Function,FunctionBean
542,PLSQLANALYSE,File,File_SQL
544,CAST_COBOL_Copybook,Book,Book
545,CAST_COBOL_SavedProgram,Program,Program
546,CAST_COBOL_Interface,Category,Interface
547,CAST_COBOL_Class,Class,Class
548,CAST_COBOL_SavedSection,Section,Section
549,CAST_COBOL_Directory,Folder,FolderLightBlue
550,COBOL_ROOTDIRECTORY,Folder,FolderDarkBlue
553,CAST_COBOL_Entry,UITextField,UITextFieldRedCorner
562,CAST_Web_URLDirectory,Folder,FolderLightBlue
563,PB_GLOBALVARIABLE,,
564,PB_MEMBERVARIABLE,,
565,C_GLOBALVARIABLE,Variable,Variable
566,C_MEMBER,Function,FunctionBlueBracket
568,C_CLASSFOLDER,Folder,FolderDarkBlue
571,CAST_JCL_CatalogedJob,Process,ProcessRed
572,CAST_JCL_CatalogedProcedure,Procedure,Procedure
573,CAST_JCL_AnalyzedIncludedFile,File,File_PurpleText
574,CAST_JCL_InstreamProcedure,Procedure,Procedure
575,CAST_JCL_Step,Process,PackageOrange
576,CAST_JCL_Directory,Folder,FolderLightBlue
577,CAST_JCL_RootDirectory,Folder,FolderLightBlue
583,C_DESTRUCTOR,Destructor,Destructor
584,C_CONSTRUCTOR,Constructor,Constructor
585,C_STRUCT,Class,Class
592,PB_ANALYSE,,
593,C_UNION,Class,UnionBlue
594,C_ENUM,Enumeration,Enumeration
595,C_ENUMITEM,EnumItem,EnumItem
596,C_TYPEDEF,Alias,Alias
599,BO_UNIVERSE,Package,Module
600,BO_CLASS,Class,Class
602,BO_DOCUMENT,File,File_BO
603,BO_DATA_PROVIDER,DataModule,DataModule
606,CAST_COBOL_SavedParagraph,Paragraph,Paragraph
610,BO_OBJECT_IND,UIView,ShapeSphere
611,BO_OBJECT_DIM,UIView,ShapeRectangle
612,BO_OBJECT_DET,UIView,ShapePyramid
615,JCL_PROGRAM,Program,Application_CobolJCL
616,CAST_JCL_Dataset,Database,Database
617,CAST_JCL_Index,Index,Index
618,CAST_COBOL_SortDescription,Function,Sort
619,CAST_COBOL_SavedFileDescription,File,File_PurpleText
620,JV_FILE,File,File_Java
621,JV_IMPORT,Folder,FolderLightBlue
623,JSP_TILES_DEF_FILE,File,File_Grey
627,BO_CONDITION,Condition,Condition
630,BO_LISTOFVALUE,List,List
637,FORMS_RDF_NON_ORADB_QUERY,SQLNamedQuery,DataQuery
638,FORMS_RDF_UNKNOWN_QUERY,SQLNamedQuery,DataQuery
639,FORMS_RDF_ELEMENT,Synonym,Synonym
640,FORMS_RDF_GROUP,Package,PackageRed
641,FORMS_RDF_DB_COLUMN,TableColumn,TableColumn
642,FORMS_RDF_DATA_LINK,DataSet,DataSet
643,FORMS_RDF_SUMMARY_COLUMN,UIView,TemplateColumn
644,FORMS_RDF_FORMULA_COLUMN,UIView,TemplateColumn
645,FORMS_RDF_PLACEHOLDER_COLUMN,UIView,TemplateColumn
646,FORMS_RDF_USER_UNKNOWN_COLUMN,UIView,TemplateColumn
647,FORMS_RDF_LAYOUT_MODEL,UIView,TemplateLayout
648,FORMS_RDF_PARAMETER_FORM,Variable,Variable
649,FORMS_RDF_HEADER,UIView,TemplateHeader
650,FORMS_RDF_TRAILER,UIView,TemplateTrailer
651,FORMS_RDF_BODY,UIView,TemplateBody
652,FORMS_RDF_MARGIN,UIView,TemplateMargin
653,FORMS_RDF_REPEATING_FRAME,UIView,TemplateRepeatingRectangle
654,FORMS_RDF_FRAME,UIView,Frame
655,FORMS_RDF_FIELD,UITextField,UITextField
656,FORMS_RDF_BP_TEXT,UIView,TemplateText
657,FORMS_RDF_BP_POLYGONE,UIView,TemplatePolygon
658,FORMS_RDF_BP_POLYLINE,UIView,TemplateText
659,FORMS_RDF_BP_FREEHAND,UIView,TemplateFreehand
660,FORMS_RDF_BP_LINE,UIView,TemplateLine
661,FORMS_RDF_BP_RECTANGLE,UIView,TemplateFrame
662,FORMS_RDF_BP_ROUNDED_RECTANGLE,UIView,TemplateRoundedRectangle
663,FORMS_RDF_BP_ELLIPSE,UIView,TemplateEllipse
664,FORMS_RDF_BP_ARC,UIView,TemplateArc
665,FORMS_RDF_BP_IMAGE,UIView,TemplateImage
666,FORMS_RDF_BP_UNKNOWN,UIView,TemplateUnknown
667,FORMS_RDF_BUTTON,UIButton,UIButton
668,FORMS_RDF_CHART,UIView,TemplateChart
678,JSP_BEAN_TILES_DEF,Function,FunctionBean
679,JSP_BEAN_PROP_TILES_DEF_ATTRIBUTE,Variable,Variable
699,JV_TYPEPARAM,Variable,Variable
746,BO_WEBI_DOCUMENT,File,File_BO
747,BO_REPORT,File,ReportRed
748,BO_DATA_FILE,File,File_Data
749,BO_DATA_SQL,File,DataObject
750,BO_DATA_PROC,DataBlock,DataObject
751,BO_DATA_VBA,DataBlock,DataObject
752,BO_DATA_XML,DataBlock,DataObject
753,BO_DATA_OLAP,DataBlock,DataObject
754,FORMS_RDF_DATA_MODEL,DataBlock,DataObject
780,JV_JDO,DataBlock,DataObject
790,JSP_GENERIC,File,File_UIXML
792,CAST_Web_COMObjetsDirectory,Folder,FolderDarkBlue
793,CAST_Web_GlobalVariablesDirectory,Folder,FolderDarkBlue
800,COBOL_PSB,Service,ServiceRed
801,COBOL_DBD,Service,ServiceRed
802,CAST_IMS_SegmentPrototype,Service,ServiceRed
804,CAST_IMS_Folder,Folder,FolderLightBlue
805,CAST_IMS_SavedDatabase,Database,Database
806,CAST_IMS_AnalyzedSegment,Service,ServiceRed
808,CAST_IMS_AnalyzedProgramSpecificationBlock,Process,ProcessPurple
809,CAST_IMS_DatabaseProgramControlBlock,Process,ProcessPurple
817,FORMS_RDF_MODULE,Package,Module
818,FORMS_RDF_PROGRAM_UNIT,Service,ServiceBlue
819,FORMS_RDF_PREDEFINED_SOURCE,File,File_Grey
820,FORMS_RDF_SYSTEM_PARAMETER,Variable,Variable
821,FORMS_RDF_USER_PARAMETER,Variable,Variable
822,FORMS_RDF_QUERY,SQLNamedQuery,DataQuery
823,FORMS_RDF_EXT_FILE_QUERY,SQLNamedQuery,DataQuery
824,FORMS_RDF_REF_CURSOR_QUERY,SQLNamedQuery,DataQuery
829,CAST_COBOL_SavedConstantData,DataBlock,DataObjectGreen
831,CAST_COBOL_GenericData,DataBlock,DataObject
832,CAST_COBOL_SavedDivision,Section,Section
837,CAST_IMS_AlternateProgramControlBlock,Process,ProcessGreen
890,CAST_COBOL_SavedConditionalTest,Condition,Condition
891,COBOL_CICS_FILE,File,File_CICS
900,JV_ENUM,Enumeration,Enumeration
901,JV_ENUM_ITEM,EnumItem,EnumItem
958,JSP_FORWARD,Cursor,CursorBlue
959,JSP_STXX_PIPELINE,Service,ServicePurple
960,JSP_STXX_TRANSFORM,Service,ServiceOrange
961,JSP_STXX_TRANSFORMS_FILE,Service,ServiceOrange
965,C_FILESCOPEFOLDER,Folder,FolderLightBlue
966,CAST_Web_Asp_Object,Class,Class
967,CAST_Web_Asp_Method,Function,FunctionBlue
968,CAST_Web_Asp_Property,Variable,Variable
969,CAST_Web_Asp_Collection,Package,PackageRed
970,CAST_Web_Asp_CollectionItem,Package,PackageOrange
971,CAST_Web_Constant,Variable,Variable
972,JSP_ELFUNCTION,Function,FunctionBlue
973,JSP_ATTRIBUTES_SCOPE,Variable,VariablePropertyBlue
975,JV_INST_CLASS,Class,ClassInstance
976,JV_INST_INTERFACE,Category,Category
977,JV_INST_METHOD,Function,FunctionOrange
978,JV_INST_CTOR,Constructor,ConstructorInstance
979,C_TEMPLATE_PARAM,Variable,VariablePropertyPink
980,C_TEMPLATE_CLASS_INSTANCE,Class,ClassInstance
981,C_TEMPLATE_FUNCTION_INSTANCE,Function,FunctionOrange
982,C_TEMPLATE_METHOD_INSTANCE,Function,FunctionOrangeBracket
983,CAST_Forms_ModuleParameter,DataBlock,DataObject
984,CAST_Forms_DataBlock_Relation,DataBlock,DataBlockRelation
985,SPRING_BEANS_FILE,File,File_Grey
986,SPRING_BEAN,Beans,Beans
987,XML_BEAN,Beans,Beans
988,JV_GENERIC_METHOD,Function,FunctionOrange
989,JV_GENERIC_CLASS,Category,Interface
990,JV_GENERIC_INTERFACE,Category,Category
991,JV_GENERIC_CTOR,Constructor,VirtualConstructor
992,SPRING_CONTROLLER,Package,PackageOrange
993,SPRING_VIEW,UIView,UIView
994,C_TEMPLATE_CLASS,Category,Interface
995,C_TEMPLATE_FUNCTION,Function,FunctionPurple
996,C_TEMPLATE_METHOD,Function,FunctionPurple
998,C_TEMPLATE_CTOR_INSTANCE,Constructor,ConstructorInstance
999,C_TEMPLATE_CTOR,Constructor,VirtualConstructor
36117,CAST_Oracle_DefaultConstraint,UniqueKey,ConstraintBasic
114000,JCL_PSB,Service,ServiceRed
114001,CAST_IMS_GSAMProgramControlBlock,Process,ProcessRed
114002,CAST_IMS_AnalyzedFile,File,File_PurpleText
114005,CICS_FOLDER,Folder,FolderLightBlue
114006,CICS_BMS,File,File_Grey
114007,CICS_CSDFILE,File,File_Grey
114008,CICS_CSDGROUP,Service,ServiceRed
114009,CICS_DATASET,DataSet,DataSet
114010,CICS_TRANSACTION,Cursor,CursorRed
114011,CICS_DB2TRANS,Cursor,CursorRed
114014,CICS_MAPSET,List,ListRedCorner
114015,CICS_MAP,List,List
114016,CICS_TDQUEUE,Queue,Queue
114017,CICS_TSMODEL,DataModule,DataModule
114018,CAST_CICS_TransactionPrototype,Cursor,CursorRed
114019,COBOL_CICS_QUEUE,Queue,Queue
114020,COBOL_CICS_MAP,List,List
114021,CAST_COBOL_Literal,Variable,Variable
133005,abapProgram,Package,Application_SAP
133006,abapInclude,Namespace,Namespace
133007,abapFunctionPool,Function,FunctionBlue
133008,abapTypePool,DataBlock,DataObject
133009,abapForm,Form,Form
133010,abapFunction,Function,FunctionBlue
133011,abapEventBlock,EventHandler,EventHandler
133012,abapProcessingScreen,UIView,UIView
133013,abapMacro,Macro,Macro
133014,abapModule,Package,PackageRed
133015,abapUnresolvedObject,Package,PackageGrey
133018,abapUnresolvedFolder,Folder,FolderGrey
133021,abapFrame,UIView,Frame
133022,abapModulePool,Package,PackageRed
133031,SAPTable,Table,Table
133032,SAPView,UIView,UIView
133035,abapUserExit,Package,PackageOrange
133036,abapBadi,Package,Application_SAP
133037,abapSelectionScreen,UIView,UIView
133038,abapBookmarkFile,File,File_Grey
133039,CAST_ABAP_Package,Folder,FolderLightBlue
133040,SAPTransactionFile,File,File_Grey
133041,SAPTransaction,Cursor,CursorBlue
133042,abapFlowLogicFile,File,File_Grey
136001,FORM_VALIDATION_FILE,Function,FunctionValidator
136002,VALIDATION_FORM,Function,FunctionValidator
136003,VALIDATION_FORM_FIELD,Function,FunctionValidator
136004,STRUTS_CONFIG_FILE,File,File_Grey
136005,STRUTS_FORM_BEAN,ListBean,ListBean
136006,VALIDATION_FORMS_SET,Function,FunctionValidator
136007,HIB_CONFIG_FILE,File,File_Grey
136008,HIB_MAPPING_FILE,File,File_Grey
136009,HIB_ENTITY,DataBlock,DataObject
136010,HIB_ENTITY_PROPERTY,Variable,Variable
136011,HIB_HQL_NAMED_QUERY,SQLNamedQuery,SQLNamedQuery
136012,HIB_SQL_NAMED_QUERY,SQLNamedQuery,SQLNamedQuery
136013,JSF_FACES_CONFIG_FILE,File,File_Grey
136014,JSF_MANAGED_BEAN,Beans,Beans
136015,JSF_OUTCOME,Function,FunctionAction
136016,JSF_VALIDATOR,Function,FunctionValidator
136017,JSF_CONVERTER,Function,FunctionAction
136018,JSF_VIEW_ID_PATTERN,UIView,UIView
136019,JSF_INPUT_FIELD,UITextField,UITextField
136020,JPA_ORM_CONFIG_FILE,File,File_Grey
136021,JPA_ENTITY,DataBlock,DataObject
136022,JPA_ENTITY_PROPERTY,Variable,Variable
136023,JPA_EMBEDDABLE,DataBlock,DataObject
136024,JPA_EMBEDDABLE_PROPERTY,Variable,Variable
136025,JPA_NAMED_QUERY,SQLNamedQuery,SQLNamedQuery
136026,JPA_NAMED_NATIVE_QUERY,SQLNamedQuery,SQLNamedQuery
136027,JPA_SQL_RESULT_SET,DataSet,DataSet
136028,JPA_PERS_CONFIG_FILE,File,File_Grey
136029,JPA_PERSISTENCE_UNIT,DataBlock,DataObject
136997,URL,Folder,FolderLightBlue
137004,SAPUnresolvedFolder,Folder, FolderGray
137006,AbapClassPool,Class,Class
137007,AbapInterfacePool,UIView,Frame
137008,AbapClass,Class,Class
137009,AbapInterface,UIView,Frame
137010,AbapMethod,Function,FunctionBlue
137011,AbapConstructor,Constructor,Constructor
137012,AbapEvent,EventHandler,EventHandler
137013,AbapMember,Synonym,Synonym
137066,CAST_DotNet_DelegateCSharp,Package,Module
137067,CAST_DotNet_ClassCSharp,Class,Class
137068,CAST_DotNet_PropertyCSharp,Variable,VariablePropertyBlue
137069,CAST_DotNet_PropertySetterCSharp,PropertySetter,PropertySetter
137070,CAST_DotNet_PropertyGetterCSharp,PropertyGetter,PropertyGetter
137071,CAST_DotNet_ConstructorCSharp,Constructor,Constructor
137072,CAST_DotNet_DestructorCSharp,Destructor,Destructor
137088,CAST_DotNet_ClassExternal,Class,ClassExternal
137089,CAST_DotNet_InterfaceExternal,Category,InterfaceExternal
137090,CAST_DotNet_StructureExternal,Class,ClassExternal
137091,CAST_DotNet_EnumerationExternal,Enumeration,EnumerationExternal
137092,CAST_DotNet_DelegateExternal,Package,PackageGrey
137093,CAST_DotNet_MethodExternal,Function,FunctionExternal
137094,CAST_DotNet_ConstructorExternal,Constructor,ConstructorExternal
137095,CAST_DotNet_DestructorExternal,Destructor,DestructorExternal
137096,CAST_DotNet_ConstantExternal,Variable,VariableExternal
137097,CAST_DotNet_EnumerationItemExternal,EnumItem,EnumItemExternal
137098,CAST_DotNet_PropertyExternal,Variable,VariableExternal
137099,CAST_DotNet_PropertySetterExternal,Category,InterfaceExternal
137100,CAST_DotNet_PropertyGetterExternal,Category,InterfaceExternal
137102,CAST_DotNet_InterfaceVB,Category,Interface
137103,CAST_DotNet_StructureVB,Category,Category
137104,CAST_DotNet_EnumerationVB,Enumeration,Enumeration
137105,CAST_DotNet_DelegateVB,Package,Module
137106,CAST_DotNet_ClassVB,Class,Class
137107,CAST_DotNet_ModuleVB,Package,PackageRed
137109,CAST_DotNet_PropertyVB,Variable,VariablePropertyBlue
137110,CAST_DotNet_PropertySetterVB,PropertySetter,PropertySetter
137111,CAST_DotNet_PropertyGetterVB,PropertyGetter,PropertyGetter
137112,CAST_DotNet_ConstructorVB,Constructor,Constructor
137113,CAST_DotNet_DestructorVB,Destructor,Destructor
137114,CAST_DotNet_NamespaceDotNet,Namespace,Namespace
137115,CAST_DotNet_InterfaceCSharp,Category,Interface
137116,CAST_DotNet_StructureCSharp,Category,Category
137117,CAST_DotNet_EnumerationCSharp,Enumeration,Enumeration
137126,CAST_Java_AnnotationType,Process,Annotation
137127,CAST_Java_AnnotationTypeMethod,Function,FunctionAnnotation
137131,AbapEventMethod,Function,FunctionBlue
137138,AbapAlias,Alias,Alias
137220,CAST_ABAP_FileLevelCodeUnit,File,File_Grey
137241,CAST_DotNet_EnumerationItemCSharp,EnumItem,EnumItem
137246,CAST_DotNet_FieldCSharp,Variable,Variable
137247,CAST_DotNet_ConstantCSharp,Variable,Variable
137248,CAST_DotNet_EventCSharp,EventHandler,EventHandler
137249,CAST_DotNet_EventAddonCSharp,Function,FunctionGreen
137250,CAST_DotNet_EventRemoveonCSharp,Function,FunctionGreen
137251,CAST_DotNet_MethodCSharp,Function,FunctionGreen
137263,CAST_DotNet_IndexerCSharp,Index,Index
137267,CAST_DotNet_ClassBrowser,Folder,FolderDarkBlue
137268,CAST_DotNet_FileBrowser,Folder,FolderLightBlue
137269,CAST_DotNet_ProjectReferences,Service,ServiceBlue
137278,CAST_DotNet_Directory,Folder,FolderLightBlue
137489,CAST_ABAP_SAPModule,Package,PackageRed
137569,CAST_DotNet_IndexerSetterCSharp,Index,Index
137570,CAST_DotNet_IndexerGetterCSharp,Index,Index
137582,CAST_DotNet_GenericInterfaceCSharp,Category,Interface
137583,CAST_DotNet_GenericStructureCSharp,Category,Category
137584,CAST_DotNet_GenericDelegateCSharp,Package,Module
137585,CAST_DotNet_GenericClassCSharp,Class,Class
137586,CAST_DotNet_GenericMethodCSharp,Function,FunctionGreen
137590,CAST_DotNet_TypeParameterCSharp,Variable,Variable
137593,CAST_DotNet_SkinControlType,Variable,VariablePropertyPink
137607,CAST_DotNet_GlobalNamespace,Namespace,Namespace
137621,CAST_DotNet_InstantiatedGenericInterfaceCSharp,Category,Interface
137622,CAST_DotNet_InstantiatedGenericClassCSharp,Class,ClassInstance
137623,CAST_DotNet_InstantiatedGenericStructureCSharp,Class,ClassInstance
137624,CAST_DotNet_InstantiatedGenericDelegateCSharp,Package,Module
137626,CAST_DotNet_AppSettingType,Variable,PropertyOutlet
137643,CAST_SAP_BAPI,Function,FunctionBlue
137644,CAST_SAP_BAPI_METHOD,Function,FunctionBlue
137645,CAST_SAP_BAPI_KEY_FIELD,UITextField,UITextField
137646,CAST_SAP_BAPI_ATTRIBUTE,Variable,PropertyOutlet
137647,CAST_SAP_BAPI_EVENT,EventHandler,EventHandler
137648,CAST_SAP_BAPI_File,File,File_Grey
137713,CAST_Web_HTC_Class,Class,Class
137714,CAST_Web_HTC_Property,Variable,VariablePropertyBlue
137715,CAST_Web_HTC_Event,EventHandler,EventHandler
137716,CAST_Web_HTC_Method,Function,FunctionBlue
137717,CAST_VBScript_ServerSide_Constant,Variable,Variable
137718,CAST_VBScript_ServerSide_Variable,Variable,Variable
137719,CAST_VBScript_ServerSide_Class,Class,Class
137720,CAST_VBScript_ServerSide_Sub,Procedure,Procedure
137721,CAST_VBScript_ServerSide_Function,Function,FunctionOrangeBracket
137722,CAST_VBSCript_ServerSide_PropertyLet,Variable,VariablePropertyBlue
137723,CAST_VBSCript_ServerSide_PropertyGet,PropertyGetter,PropertyGetter
137724,CAST_VBSCript_ServerSide_PropertySet,PropertySetter,PropertySetter
137725,CAST_VBScript_ClientSide_Constant,Variable,Variable
137726,CAST_VBScript_ClientSide_Class,Class,Class
137727,CAST_VBScript_ClientSide_Sub,Variable,Variable
137728,CAST_VBScript_ClientSide_Function,Function,FunctionOrangeBracket
137729,CAST_VBSCript_ClientSide_PropertyLet,Variable,VariablePropertyBlue
137730,CAST_VBSCript_ClientSide_PropertyGet,PropertyGetter,PropertyGetter
137731,CAST_VBSCript_ClientSide_PropertySet,PropertySetter,PropertySetter
137734,CAST_Web_ExternalUrlDirectory,Folder,FolderDarkBlue
137735,CAST_DotNet_UnaryOperatorCSharp,Function,FunctionGreen
137736,CAST_DotNet_BinaryOperatorCSharp,Function,FunctionGreen
137737,CAST_DotNet_ConversionOperatorCSharp,Function,FunctionGreen
137738,CAST_HTML_Event,EventHandler,EventHandler
137741,CAST_Web_AppletDirectory,Folder,FolderDarkBlue
137742,CAST_Java_Applet,Class,Class
137743,CAST_Javascript_ClientSide_Variable,Variable,VariablePropertyBlue
137744,CAST_Javascript_ServerSide_Variable,Variable,Variable
137745,CAST_Javascript_ServerSide_Method,Function,FunctionOrangeBracket
137746,CAST_Javascript_ClientSide_Method,Function,FunctionOrangeBracket
137748,CAST_Javascript_Method_Parameter,Function,FunctionOrange
137753,CAST_VBScript_ClientSide_Variable,Variable,Variable
138012,CAST_Oracle_Instance,Database,Instance
138014,CAST_Oracle_Schema,Schema,Schema
138017,CAST_Oracle_RelationalTable,Table,Table
138018,CAST_SQL_UnresolvedTableSource,Table,UnresolvedTable
138020,CAST_ANSISQL_UnresolvedColumn,TableColumn,TableColumn
138094,CAST_DotNet_Control,UIView,UIView
138104,CAST_DotNet_SourceFile,File,File_CSharp
138105,CAST_DotNet_Application,Package,Application_DotNet
138159,CAST_Oracle_Index,Index,Index
138183,CAST_Oracle_View,DatabaseView,DatabaseView
138207,CAST_Oracle_Sequence,Service,ServiceBlue
138219,CAST_Oracle_DDL_Trigger,Trigger,Trigger
138220,CAST_Oracle_DML_Trigger,Trigger,Trigger
138244,CAST_Oracle_Procedure,Procedure,Procedure
138245,CAST_Oracle_Function,Function,FunctionBlue
138315,CAST_Oracle_CheckConstraint,UniqueKey,ConstraintBasic
138389,CAST_Oracle_PrimaryKeyConstraint,ConstraintPrimary,ConstraintPrimary
138391,CAST_Oracle_UniqueConstraint,UniqueKey,UniqueKey
138393,CAST_Oracle_ForeignKeyConstraint,ForeignKey,ForeignKey
138510,CAST_Oracle_PackageHeader,Package,PackageOrange
138511,CAST_Oracle_PackageBody,Package,PackageOrange
138581,CAST_ANSISQL_Domain,Package,Package
138589,CAST_Oracle_ObjectTypeIncomplete,Package,Module
138590,CAST_Oracle_CollectionVarray,Variable,Variable
138591,CAST_Oracle_CollectionNestedTable,Table,Table
138592,CAST_Oracle_ObjectType,Package,Module
138628,CAST_Oracle_ObjectTypeBody,Package,Module
138732,CAST_Oracle_DatabaseLink,Database,DatabaseLink
138743,CAST_Oracle_FunctionBasedIndex,Index,Index
138774,CAST_Oracle_BitmapIndex,Index,Index
