typnam,stacknam,technonam
ASMZOSProgram,Assembler,Assembler
ASM_MACRO,Assembler,Assembler
AbapAlias,ABAP,ABAP
AbapClass,ABAP,ABAP
AbapClassPool,ABAP,ABAP
AbapConstructor,ABAP,ABAP
AbapEvent,ABAP,ABAP
AbapEventMethod,ABAP,ABAP
AbapInterface,ABAP,ABAP
AbapInterfacePool,ABAP,ABAP
AbapMember,ABAP,ABAP
AbapMethod,ABAP,ABAP
BO_CLASS,SAP BusinessObjects,SAP BusinessObjects
BO_CONDITION,SAP BusinessObjects,SAP BusinessObjects
BO_DATA_FILE,SAP BusinessObjects,SAP BusinessObjects
BO_DATA_OLAP,SAP BusinessObjects,SAP BusinessObjects
BO_DATA_PROC,SAP BusinessObjects,SAP BusinessObjects
BO_DATA_PROVIDER,SAP BusinessObjects,SAP BusinessObjects
BO_DATA_SQL,SAP BusinessObjects,SAP BusinessObjects
BO_DATA_VBA,SAP BusinessObjects,SAP BusinessObjects
BO_DATA_XML,SAP BusinessObjects,SAP BusinessObjects
BO_DOCUMENT,SAP BusinessObjects,SAP BusinessObjects
BO_LISTOFVALUE,SAP BusinessObjects,SAP BusinessObjects
BO_OBJECT_DET,SAP BusinessObjects,SAP BusinessObjects
BO_OBJECT_DIM,SAP BusinessObjects,SAP BusinessObjects
BO_OBJECT_IND,SAP BusinessObjects,SAP BusinessObjects
BO_REPORT,SAP BusinessObjects,SAP BusinessObjects
BO_UNIVERSE,SAP BusinessObjects,SAP BusinessObjects
BO_WEBI_DOCUMENT,SAP BusinessObjects,SAP BusinessObjects
CAST_ABAP_ConstantAbapMember,ABAP,ABAP
CAST_ABAP_FileLevelCodeUnit,ABAP,ABAP
CAST_ABAP_Package,ABAP,ABAP
CAST_ABAP_SAPModule,ABAP,ABAP
CAST_ABAP_SAPTableColumn,SAP OpenSQL,SAP OpenSQL
CAST_ABAP_SAPTableForeignKey,SAP OpenSQL,SAP OpenSQL
CAST_ABAP_SAPTableIndex,SAP OpenSQL,SAP OpenSQL
CAST_ABAP_SAPTablePrimaryKey,SAP OpenSQL,SAP OpenSQL
CAST_ABAP_SAPUnresolvedTable,SAP OpenSQL,SAP OpenSQL
CAST_ANSISQL_Domain,SQL,SQL
CAST_ANSISQL_ExternalObject,SQL,SQL
CAST_ANSISQL_Owner,SQL,SQL
CAST_ANSISQL_UnresolvedColumn,ANSI SQL,ANSI SQL
CAST_ASETSQL_DML_Trigger,Sybase T-SQL,Sybase T-SQL
CAST_ASETSQL_Database,Sybase T-SQL,Sybase T-SQL
CAST_ASETSQL_ExternalDatabase,Sybase T-SQL,Sybase T-SQL
CAST_ASETSQL_ExternalInstance,Sybase T-SQL,Sybase T-SQL
CAST_ASETSQL_ExternalSchema,Sybase T-SQL,Sybase T-SQL
CAST_ASETSQL_ForeignKeyConstraint,Sybase T-SQL,Sybase T-SQL
CAST_ASETSQL_Index,Sybase T-SQL,Sybase T-SQL
CAST_ASETSQL_Instance,Sybase T-SQL,Sybase T-SQL
CAST_ASETSQL_JFunction,Sybase T-SQL,Sybase T-SQL
CAST_ASETSQL_PrimaryKeyConstraint,Sybase T-SQL,Sybase T-SQL
CAST_ASETSQL_Procedure,Sybase T-SQL,Sybase T-SQL
CAST_ASETSQL_RelationalTable,Sybase T-SQL,Sybase T-SQL
CAST_ASETSQL_Schema,Sybase T-SQL,Sybase T-SQL
CAST_ASETSQL_TableColumn,Sybase T-SQL,Sybase T-SQL
CAST_ASETSQL_UniqueConstraint,Sybase T-SQL,Sybase T-SQL
CAST_ASETSQL_View,Sybase T-SQL,Sybase T-SQL
CAST_ASETSQL_ViewColumn,Sybase T-SQL,Sybase T-SQL
CAST_AST_ANSISQL_AnonymousDatatype,Oracle PLSQL,Oracle PLSQL
CAST_AWSDotNet_AWS_Lambda_Call,AWS SDK for .NET,AWS SDK for .NET
CAST_AWSDotNet_Email,AWS SDK for .NET,AWS SDK for .NET
CAST_AWSDotNet_Lambda,AWS SDK for .NET,AWS SDK for .NET
CAST_AWSDotNet_Lambda_Function_ANY,AWS SDK for .NET,AWS SDK for .NET
CAST_AWSDotNet_Lambda_Function_DELETE,AWS SDK for .NET,AWS SDK for .NET
CAST_AWSDotNet_Lambda_Function_GET,AWS SDK for .NET,AWS SDK for .NET
CAST_AWSDotNet_Lambda_Function_POST,AWS SDK for .NET,AWS SDK for .NET
CAST_AWSDotNet_Lambda_Function_PUT,AWS SDK for .NET,AWS SDK for .NET
CAST_AWSDotNet_PostHttpRequestService,AWS SDK for .NET,AWS SDK for .NET
CAST_AWSDotNet_S3_Bucket,AWS SDK for .NET,AWS SDK for .NET
CAST_AWSDotNet_S3_Region,AWS SDK for .NET,AWS SDK for .NET
CAST_AWSDotNet_SMS,AWS SDK for .NET,AWS SDK for .NET
CAST_AWSDotNet_SNS_Publisher,AWS SDK for .NET,AWS SDK for .NET
CAST_AWSDotNet_SNS_Subscriber,AWS SDK for .NET,AWS SDK for .NET
CAST_AWSDotNet_SNS_Unknown_Publisher,AWS SDK for .NET,AWS SDK for .NET
CAST_AWSDotNet_SNS_Unknown_Subscriber,AWS SDK for .NET,AWS SDK for .NET
CAST_AWSDotNet_SQS_Publisher,AWS SDK for .NET,AWS SDK for .NET
CAST_AWSDotNet_SQS_Receiver,AWS SDK for .NET,AWS SDK for .NET
CAST_AWSDotNet_SQS_Unknown_Publisher,AWS SDK for .NET,AWS SDK for .NET
CAST_AWSDotNet_SQS_Unknown_Receiver,AWS SDK for .NET,AWS SDK for .NET
CAST_AWSDotNet_Unknown_AWS_Lambda_Call,AWS SDK for .NET,AWS SDK for .NET
CAST_AWSDotNet_Unknown_S3_Bucket,AWS SDK for .NET,AWS SDK for .NET
CAST_AWSDotNet_Unknown_S3_Region,AWS SDK for .NET,AWS SDK for .NET
CAST_AWSJava_AWS_Lambda,AWS SDK for Java,AWS SDK for Java
CAST_AWSJava_AnyOperation,AWS SDK for Java,AWS SDK for Java
CAST_AWSJava_DeleteOperation,AWS SDK for Java,AWS SDK for Java
CAST_AWSJava_Email,AWS SDK for Java,AWS SDK for Java
CAST_AWSJava_GetOperation,AWS SDK for Java,AWS SDK for Java
CAST_AWSJava_PostHttpRequestService,AWS SDK for Java,AWS SDK for Java
CAST_AWSJava_PostOperation,AWS SDK for Java,AWS SDK for Java
CAST_AWSJava_PutOperation,AWS SDK for Java,AWS SDK for Java
CAST_AWSJava_S3_Bucket,AWS SDK for Java,AWS SDK for Java
CAST_AWSJava_S3_Region,AWS SDK for Java,AWS SDK for Java
CAST_AWSJava_SMS,AWS SDK for Java,AWS SDK for Java
CAST_AWSJava_SNS_Publisher,AWS SDK for Java,AWS SDK for Java
CAST_AWSJava_SNS_Subscriber,AWS SDK for Java,AWS SDK for Java
CAST_AWSJava_SNS_Unknown_Publisher,AWS SDK for Java,AWS SDK for Java
CAST_AWSJava_SNS_Unknown_Subscriber,AWS SDK for Java,AWS SDK for Java
CAST_AWSJava_SQSReceiver,AWS SDK for Java,AWS SDK for Java
CAST_AWSJava_SQS_Publisher,AWS SDK for Java,AWS SDK for Java
CAST_AWSJava_SQS_Receiver,AWS SDK for Java,AWS SDK for Java
CAST_AWSJava_SQS_Unknown_Publisher,AWS SDK for Java,AWS SDK for Java
CAST_AWSJava_SQS_Unknown_Receiver,AWS SDK for Java,AWS SDK for Java
CAST_AWSJava_Unknown_S3_Bucket,AWS SDK for Java,AWS SDK for Java
CAST_AWSJava_Unknown_S3_Region,AWS SDK for Java,AWS SDK for Java
CAST_AWT_UI,Java AWT,Java AWT
CAST_ActiveMQ_Java_QueueCall,Java,Java
CAST_ActiveMQ_Java_QueueReceive,Java,Java
CAST_ActiveMQ_Python_QueueCall,Python,Python
CAST_ActiveMQ_Python_QueueReceive,Python,Python
CAST_Android_Application,Android Mobile,Android Mobile
CAST_Android_Button,Android Mobile,Android Mobile
CAST_Android_CheckBox,Android Mobile,Android Mobile
CAST_Android_DeleteResourceService,Android Mobile,Android Mobile
CAST_Android_EditText,Android Mobile,Android Mobile
CAST_Android_EventHandler,Android Mobile,Android Mobile
CAST_Android_Exposed_Activity,Android Mobile,Android Mobile
CAST_Android_Exposed_Receiver,Android Mobile,Android Mobile
CAST_Android_Exposed_Service,Android Mobile,Android Mobile
CAST_Android_ExternalStorage,Android Mobile,Android Mobile
CAST_Android_GetResourceService,Android Mobile,Android Mobile
CAST_Android_GridView,Android Mobile,Android Mobile
CAST_Android_Group,Android Mobile,Android Mobile
CAST_Android_Intent_Resource,Android Mobile,Android Mobile
CAST_Android_InternalStorage,Android Mobile,Android Mobile
CAST_Android_Item,Android Mobile,Android Mobile
CAST_Android_Kotlin_Application,Android Mobile,Android Mobile
CAST_Android_Kotlin_Exposed_Activity,Android Mobile,Android Mobile
CAST_Android_Kotlin_Exposed_Receiver,Android Mobile,Android Mobile
CAST_Android_Kotlin_Exposed_Service,Android Mobile,Android Mobile
CAST_Android_Kotlin_ExternalStorage,Android Mobile,Android Mobile
CAST_Android_Kotlin_Fragment,Android Mobile,Android Mobile
CAST_Android_Kotlin_Intent_Resource,Android Mobile,Android Mobile
CAST_Android_Kotlin_InternalStorage,Android Mobile,Android Mobile
CAST_Android_Kotlin_Room_Entity,Android Mobile,Android Mobile
CAST_Android_Kotlin_SharedPreferences,Android Mobile,Android Mobile
CAST_Android_Kotlin_UI_XML_File,Android Mobile,Android Mobile
CAST_Android_Layout,Android Mobile,Android Mobile
CAST_Android_LinearLayout,Android Mobile,Android Mobile
CAST_Android_ListView,Android Mobile,Android Mobile
CAST_Android_Menu,Android Mobile,Android Mobile
CAST_Android_PostResourceService,Android Mobile,Android Mobile
CAST_Android_PutResourceService,Android Mobile,Android Mobile
CAST_Android_RelativeLayout,Android Mobile,Android Mobile
CAST_Android_SharedPreferences,Android Mobile,Android Mobile
CAST_Android_Spinner,Android Mobile,Android Mobile
CAST_Android_Switch,Android Mobile,Android Mobile
CAST_Android_TextView,Android Mobile,Android Mobile
CAST_Android_TimePicker,Android Mobile,Android Mobile
CAST_Android_UI_XML_File,Android Mobile,Android Mobile
CAST_Android_UndefinedWidget,Android Mobile,Android Mobile
CAST_Android_WebView,Android Mobile,Android Mobile
CAST_AngularJS_Application,AngularJS,AngularJS
CAST_AngularJS_Controller,AngularJS,AngularJS
CAST_AngularJS_DeleteHttpService,AngularJS,AngularJS
CAST_AngularJS_DeleteResourceService,AngularJS,AngularJS
CAST_AngularJS_Directive,AngularJS,AngularJS
CAST_AngularJS_DirectiveController,AngularJS,AngularJS
CAST_AngularJS_Factory,AngularJS,AngularJS
CAST_AngularJS_Function,AngularJS,AngularJS
CAST_AngularJS_GetHttpService,AngularJS,AngularJS
CAST_AngularJS_GetResourceService,AngularJS,AngularJS
CAST_AngularJS_ModelFunction,AngularJS,AngularJS
CAST_AngularJS_Module,AngularJS,AngularJS
CAST_AngularJS_PostHttpService,AngularJS,AngularJS
CAST_AngularJS_PostResourceService,AngularJS,AngularJS
CAST_AngularJS_PutHttpService,AngularJS,AngularJS
CAST_AngularJS_PutResourceService,AngularJS,AngularJS
CAST_AngularJS_Service,AngularJS,AngularJS
CAST_AngularJS_State,AngularJS,AngularJS
CAST_ApacheCamel_ActiveMQ_QueueCall,Apache Camel,Apache Camel
CAST_ApacheCamel_ActiveMQ_Queue_Receive,Apache Camel,Apache Camel
CAST_ApacheCamel_BeanCall,Apache Camel,Apache Camel
CAST_ApacheCamel_DatabaseQuery,Apache Camel,Apache Camel
CAST_ApacheCamel_File,Apache Camel,Apache Camel
CAST_ApacheCamel_FileCall,Apache Camel,Apache Camel
CAST_ApacheCamel_HTTP_AnyOperation,Apache Camel,Apache Camel
CAST_ApacheCamel_HTTP_DeleteOperation,Apache Camel,Apache Camel
CAST_ApacheCamel_HTTP_GetOperation,Apache Camel,Apache Camel
CAST_ApacheCamel_HTTP_PostOperation,Apache Camel,Apache Camel
CAST_ApacheCamel_HTTP_PutOperation,Apache Camel,Apache Camel
CAST_ApacheCamel_IBM_QueueCall,Apache Camel,Apache Camel
CAST_ApacheCamel_IBM_QueueReceive,Apache Camel,Apache Camel
CAST_ApacheCamel_JMS_QueueCall,Apache Camel,Apache Camel
CAST_ApacheCamel_JMS_QueueReceive,Apache Camel,Apache Camel
CAST_ApacheCamel_Kafka_TopicCall,Apache Camel,Apache Camel
CAST_ApacheCamel_Kafka_TopicReceive,Apache Camel,Apache Camel
CAST_ApacheCamel_ProcessCall,Apache Camel,Apache Camel
CAST_ApacheCamel_RabbitMQ_TopicCall,Apache Camel,Apache Camel
CAST_ApacheCamel_RabbitMQ_TopicReceive,Apache Camel,Apache Camel
CAST_ApacheCamel_Route,Apache Camel,Apache Camel
CAST_ApacheCamel_RouteCall,Apache Camel,Apache Camel
CAST_ApacheCamel_Unknown_ActiveMQ_QueueCall,Apache Camel,Apache Camel
CAST_ApacheCamel_Unknown_ActiveMQ_QueueReceive,Apache Camel,Apache Camel
CAST_ApacheCamel_Unknown_IBM_QueueCall,Apache Camel,Apache Camel
CAST_ApacheCamel_Unknown_IBM_QueueReceive,Apache Camel,Apache Camel
CAST_ApacheCamel_Unknown_JMS_QueueCall,Apache Camel,Apache Camel
CAST_ApacheCamel_Unknown_JMS_QueueReceive,Apache Camel,Apache Camel
CAST_ApacheCamel_Unknown_Kafka_TopicCall,Apache Camel,Apache Camel
CAST_ApacheCamel_Unknown_Kafka_TopicReceive,Apache Camel,Apache Camel
CAST_ApacheCamel_Unknown_RabbitMQ_TopicCall,Apache Camel,Apache Camel
CAST_ApacheCamel_Unknown_RabbitMQ_TopicReceive,Apache Camel,Apache Camel
CAST_AspDotNet_AnyOperation,ASP.NET MVC,ASP.NET MVC
CAST_AspDotNet_DeleteOperation,ASP.NET MVC,ASP.NET MVC
CAST_AspDotNet_GetOperation,ASP.NET MVC,ASP.NET MVC
CAST_AspDotNet_PostOperation,ASP.NET MVC,ASP.NET MVC
CAST_AspDotNet_PutOperation,ASP.NET MVC,ASP.NET MVC
CAST_AzureDotNet_AnyOperation,Azure SDK for .NET,Azure SDK for .NET
CAST_AzureDotNet_Blob_Container,Azure SDK for .NET,Azure SDK for .NET
CAST_AzureDotNet_DeleteOperation,Azure SDK for .NET,Azure SDK for .NET
CAST_AzureDotNet_EventHub_Publisher,Azure SDK for .NET,Azure SDK for .NET
CAST_AzureDotNet_EventHub_Receiver,Azure SDK for .NET,Azure SDK for .NET
CAST_AzureDotNet_Function,Azure SDK for .NET,Azure SDK for .NET
CAST_AzureDotNet_GetOperation,Azure SDK for .NET,Azure SDK for .NET
CAST_AzureDotNet_PostOperation,Azure SDK for .NET,Azure SDK for .NET
CAST_AzureDotNet_PutOperation,Azure SDK for .NET,Azure SDK for .NET
CAST_AzureDotNet_ServiceBus_Publisher,Azure SDK for .NET,Azure SDK for .NET
CAST_AzureDotNet_ServiceBus_Receiver,Azure SDK for .NET,Azure SDK for .NET
CAST_AzureDotNet_SignalR_CallTo_Hub_Method,Azure SDK for .NET,Azure SDK for .NET
CAST_AzureDotNet_SignalR_CallTo_Unknown_Hub_Method,Azure SDK for .NET,Azure SDK for .NET
CAST_AzureDotNet_SignalR_Hub_Method,Azure SDK for .NET,Azure SDK for .NET
CAST_AzureDotNet_Unknown_Blob_Container,Azure SDK for .NET,Azure SDK for .NET
CAST_AzureDotNet_Unknown_EventHub_Publisher,Azure SDK for .NET,Azure SDK for .NET
CAST_AzureDotNet_Unknown_EventHub_Receiver,Azure SDK for .NET,Azure SDK for .NET
CAST_AzureDotNet_Unknown_Function,Azure SDK for .NET,Azure SDK for .NET
CAST_AzureDotNet_Unknown_ServiceBus_Publisher,Azure SDK for .NET,Azure SDK for .NET
CAST_AzureDotNet_Unknown_ServiceBus_Receiver,Azure SDK for .NET,Azure SDK for .NET
CAST_AzureDotNet_Unknown_SignalR_Hub_Method,Azure SDK for .NET,Azure SDK for .NET
CAST_AzureDotNet_WebJobs,Azure SDK for .NET,Azure SDK for .NET
CAST_AzureJava_AnyOperation,Azure SDK for Java,Azure SDK for Java
CAST_AzureJava_Blob_Container,Azure SDK for Java,Azure SDK for Java
CAST_AzureJava_DeleteOperation,Azure SDK for Java,Azure SDK for Java
CAST_AzureJava_EventHub_Publisher,Azure SDK for Java,Azure SDK for Java
CAST_AzureJava_EventHub_Receiver,Azure SDK for Java,Azure SDK for Java
CAST_AzureJava_Function,Azure SDK for Java,Azure SDK for Java
CAST_AzureJava_GetOperation,Azure SDK for Java,Azure SDK for Java
CAST_AzureJava_PostOperation,Azure SDK for Java,Azure SDK for Java
CAST_AzureJava_PutOperation,Azure SDK for Java,Azure SDK for Java
CAST_AzureJava_ServiceBus_Publisher,Azure SDK for Java,Azure SDK for Java
CAST_AzureJava_ServiceBus_Receiver,Azure SDK for Java,Azure SDK for Java
CAST_AzureJava_SignalR_CallTo_Hub_Method,Azure SDK for Java,Azure SDK for Java
CAST_AzureJava_SignalR_CallTo_Unknown_Hub_Method,Azure SDK for Java,Azure SDK for Java
CAST_AzureJava_Unknown_Blob_Container,Azure SDK for Java,Azure SDK for Java
CAST_AzureJava_Unknown_EventHub_Publisher,Azure SDK for Java,Azure SDK for Java
CAST_AzureJava_Unknown_EventHub_Receiver,Azure SDK for Java,Azure SDK for Java
CAST_AzureJava_Unknown_Function,Azure SDK for Java,Azure SDK for Java
CAST_AzureJava_Unknown_ServiceBus_Publisher,Azure SDK for Java,Azure SDK for Java
CAST_AzureJava_Unknown_ServiceBus_Receiver,Azure SDK for Java,Azure SDK for Java
CAST_BO_Folder,SAP BusinessObjects,SAP BusinessObjects
CAST_BPEL_Invoke,BPEL,BPEL
CAST_BPEL_Process,BPEL,BPEL
CAST_BPEL_Receive,BPEL,BPEL
CAST_Batch_Job,Java Batch,Java Batch
CAST_Batch_Step,Java Batch,Java Batch
CAST_Birt_Component,Eclipse BIRT,Eclipse BIRT
CAST_Birt_CsvAccess,Eclipse BIRT,Eclipse BIRT
CAST_Birt_Cube,Eclipse BIRT,Eclipse BIRT
CAST_Birt_Dashboard,Eclipse BIRT,Eclipse BIRT
CAST_Birt_Data_Set,Eclipse BIRT,Eclipse BIRT
CAST_Birt_Dataset,Eclipse BIRT,Eclipse BIRT
CAST_Birt_Gadget,Eclipse BIRT,Eclipse BIRT
CAST_Birt_Library,Eclipse BIRT,Eclipse BIRT
CAST_Birt_MissingTable_Procedure,Birt,Birt
CAST_Birt_MissingTable_Schema,Birt,Birt
CAST_Birt_MissingTable_Table,Birt,Birt
CAST_Birt_Query,Eclipse BIRT,Eclipse BIRT
CAST_Birt_Report,Eclipse BIRT,Eclipse BIRT
CAST_Birt_Report_Call,Eclipse BIRT,Eclipse BIRT
CAST_Birt_Template,Eclipse BIRT,Eclipse BIRT
CAST_CICS_DatasetPrototype,IBM CICS,IBM CICS
CAST_CICS_MapPrototype,IBM CICS,IBM CICS
CAST_CICS_MapSetPrototype,IBM CICS,IBM CICS
CAST_CICS_TDQueuePrototype,IBM CICS,IBM CICS
CAST_CICS_TransactionPrototype,IBM CICS,IBM CICS
CAST_CICS_Webservice,IBM CICS,IBM CICS
CAST_CL400_MissingTable_Procedure,RPG,RPG
CAST_CL400_MissingTable_Schema,RPG,RPG
CAST_CL400_MissingTable_Table,RPG,RPG
CAST_COBOL_Class,Cobol,Cobol
CAST_COBOL_Copybook,Cobol,Cobol
CAST_COBOL_Directory,Cobol,Cobol
CAST_COBOL_Entry,Cobol,Cobol
CAST_COBOL_ExternalFilePrototype,Cobol,Cobol
CAST_COBOL_GenericData,Cobol,Cobol
CAST_COBOL_Interface,Cobol,Cobol
CAST_COBOL_Literal,Cobol,Cobol
CAST_COBOL_MQ_Publisher,IBM MQ Series,IBM MQ Series
CAST_COBOL_MQ_Subscriber,IBM MQ Series,IBM MQ Series
CAST_COBOL_NestedProgram,Cobol,Cobol
CAST_COBOL_ProgramPrototype,Cobol,Cobol
CAST_COBOL_SavedConditionalTest,Cobol,Cobol
CAST_COBOL_SavedConstantData,Cobol,Cobol
CAST_COBOL_SavedDeclaratives,Cobol,Cobol
CAST_COBOL_SavedDeclarativesParagraph,Cobol,Cobol
CAST_COBOL_SavedDeclarativesSection,Cobol,Cobol
CAST_COBOL_SavedDivision,Cobol,Cobol
CAST_COBOL_SavedFileDescription,Cobol,Cobol
CAST_COBOL_SavedParagraph,Cobol,Cobol
CAST_COBOL_SavedProgram,Cobol,Cobol
CAST_COBOL_SavedSection,Cobol,Cobol
CAST_COBOL_SortDescription,Cobol,Cobol
CAST_COBOL_UtilityProgram,IBM z/OS JCL,IBM z/OS JCL
CAST_CPP_MissingTable_Procedure,C++,C++
CAST_CPP_MissingTable_Schema,C++,C++
CAST_CPP_MissingTable_Table,C++,C++
CAST_CQL_Cassandra_Function,Cassandra Query Language,Cassandra Query Language
CAST_CQL_Cassandra_Index,Cassandra Query Language,Cassandra Query Language
CAST_CQL_Cassandra_PrimaryKey,Cassandra Query Language,Cassandra Query Language
CAST_CQL_Cassandra_Schema,Apache Cassandra,Apache Cassandra
CAST_CQL_Cassandra_Table,Apache Cassandra,Apache Cassandra
CAST_CQL_Cassandra_TableColumn,Apache Cassandra,Apache Cassandra
CAST_CQL_Cassandra_Trigger,Cassandra Query Language,Cassandra Query Language
CAST_CQL_Cassandra_View,Apache Cassandra,Apache Cassandra
CAST_C_CLR_Event,C++,C++
CAST_C_CLR_EventAddon,C++,C++
CAST_C_CLR_EventRaise,C++,C++
CAST_C_CLR_EventRemoveon,C++,C++
CAST_C_CLR_Property,C++,C++
CAST_C_CLR_PropertyGetter,C++,C++
CAST_C_CLR_PropertySetter,C++,C++
CAST_C_SQLQuery,CFamily,CFamily
CAST_CloudConfig_AWS_API_Gateway_ANY,AWS CLI,AWS CLI
CAST_CloudConfig_AWS_API_Gateway_DELETE,AWS CLI,AWS CLI
CAST_CloudConfig_AWS_API_Gateway_GET,AWS CLI,AWS CLI
CAST_CloudConfig_AWS_API_Gateway_POST,AWS CLI,AWS CLI
CAST_CloudConfig_AWS_API_Gateway_PUT,AWS CLI,AWS CLI
CAST_CloudConfig_AWS_Lambda_Call,AWS CLI,AWS CLI
CAST_CloudConfig_AWS_Lambda_Function,AWS CLI,AWS CLI
CAST_CloudConfig_AWS_SNS_Subscriber,AWS CLI,AWS CLI
CAST_CloudConfig_AWS_SQS_Publisher,AWS CLI,AWS CLI
CAST_CloudConfig_AWS_SQS_Receiver,AWS CLI,AWS CLI
CAST_CloudConfig_Email,AWS CLI,AWS CLI
CAST_CloudConfig_PostHttpRequestService,AWS CLI,AWS CLI
CAST_CloudConfig_SMS,AWS CLI,AWS CLI
CAST_Cobol_MissingTable_Procedure,Cobol,Cobol
CAST_Cobol_MissingTable_Schema,Cobol,Cobol
CAST_Cobol_MissingTable_Table,Cobol,Cobol
CAST_Cobol_SQLQuery,Cobol,Cobol
CAST_Com_CoClass,.NET,.NET
CAST_Com_DispInterface,.NET,.NET
CAST_Com_Interface,.NET,.NET
CAST_Com_Method,.NET,.NET
CAST_Com_PropGet,.NET,.NET
CAST_Com_PropPut,.NET,.NET
CAST_Com_PropPutRef,.NET,.NET
CAST_Com_Property,.NET,.NET
CAST_Com_TypeLibCwmmImported,.NET,.NET
CAST_Cpp_AdditionalFile,C++,C++
CAST_Cpp_Class,C++,C++
CAST_Cpp_ClassFolder,C++,C++
CAST_Cpp_Constructor,C++,C++
CAST_Cpp_Destructor,C++,C++
CAST_Cpp_Directory,C++,C++
CAST_Cpp_Enum,C++,C++
CAST_Cpp_EnumItem,C++,C++
CAST_Cpp_FreeFunction,C++,C++
CAST_Cpp_GlobalVariable,C++,C++
CAST_Cpp_HeaderFile,C++,C++
CAST_Cpp_Macro,C++,C++
CAST_Cpp_MemberFunction,C++,C++
CAST_Cpp_MemberVariable,C++,C++
CAST_Cpp_Namespace,C++,C++
CAST_Cpp_RootDirectory,C++,C++
CAST_Cpp_SourceFile,C++,C++
CAST_Cpp_TemplateClass,C++,C++
CAST_Cpp_TemplateClassInstance,C++,C++
CAST_Cpp_TemplateConstructor,C++,C++
CAST_Cpp_TemplateConstructorInstance,C++,C++
CAST_Cpp_TemplateFreeFunction,C++,C++
CAST_Cpp_TemplateFreeFunctionInstance,C++,C++
CAST_Cpp_TemplateMemberFunction,C++,C++
CAST_Cpp_TemplateMemberFunctionInstance,C++,C++
CAST_Cpp_TemplateParameter,C++,C++
CAST_Cpp_TemplateUnion,C++,C++
CAST_Cpp_TemplateUnionInstance,C++,C++
CAST_Cpp_Typedef,C++,C++
CAST_Cpp_Union,C++,C++
CAST_DotNet_AnyOperation,.NET,.NET
CAST_DotNet_AppSettingType,.NET,.NET
CAST_DotNet_Application,.NET,.NET
CAST_DotNet_AsaFile,ASP.NET,ASP.NET
CAST_DotNet_AsaxFile,ASP.NET,ASP.NET
CAST_DotNet_AscxFile,ASP.NET,ASP.NET
CAST_DotNet_AsmxFile,ASP.NET,ASP.NET
CAST_DotNet_AspFile,ASP.NET,ASP.NET
CAST_DotNet_AspxFile,ASP.NET,ASP.NET
CAST_DotNet_BinaryOperatorCSharp,C#,C#
CAST_DotNet_BinaryOperatorExternal,.NET,.NET
CAST_DotNet_BinaryOperatorVB,Visual Basic,Visual Basic
CAST_DotNet_CSharpFile,C#,C#
CAST_DotNet_CallTo_Azure_Function,Azure SDK for .NET,Azure SDK for .NET
CAST_DotNet_CallTo_Azure_Unknown_Function,Azure SDK for .NET,Azure SDK for .NET
CAST_DotNet_CallTo_Azure_Unknown_WebJobs,Azure SDK for .NET,Azure SDK for .NET
CAST_DotNet_CallTo_Azure_WebJobs,Azure SDK for .NET,Azure SDK for .NET
CAST_DotNet_CallTo_gRPC,gRPC for .NET,gRPC for .NET
CAST_DotNet_ClassBrowser,.NET,.NET
CAST_DotNet_ClassCSharp,C#,C#
CAST_DotNet_ClassCSharpComponent,C#,C#
CAST_DotNet_ClassCSharpCrystalReportClass,C#,C#
CAST_DotNet_ClassCSharpCustomAttribute,C#,C#
CAST_DotNet_ClassCSharpCustomControl,C#,C#
CAST_DotNet_ClassCSharpDataSet,C#,C#
CAST_DotNet_ClassCSharpException,C#,C#
CAST_DotNet_ClassCSharpForm,C#,C#
CAST_DotNet_ClassCSharpInstaller,C#,C#
CAST_DotNet_ClassCSharpServiceBase,C#,C#
CAST_DotNet_ClassCSharpServicedComponent,C#,C#
CAST_DotNet_ClassCSharpUserControl,C#,C#
CAST_DotNet_ClassCSharpWebService,C#,C#
CAST_DotNet_ClassCSharpWebServiceProxy,C#,C#
CAST_DotNet_ClassExternal,.NET,.NET
CAST_DotNet_ClassExternalComponent,.NET,.NET
CAST_DotNet_ClassExternalCrystalReportClass,.NET,.NET
CAST_DotNet_ClassExternalCustomAttribute,.NET,.NET
CAST_DotNet_ClassExternalCustomControl,.NET,.NET
CAST_DotNet_ClassExternalDataSet,.NET,.NET
CAST_DotNet_ClassExternalException,.NET,.NET
CAST_DotNet_ClassExternalForm,.NET,.NET
CAST_DotNet_ClassExternalInstaller,.NET,.NET
CAST_DotNet_ClassExternalServiceBase,.NET,.NET
CAST_DotNet_ClassExternalServicedComponent,.NET,.NET
CAST_DotNet_ClassExternalUserControl,.NET,.NET
CAST_DotNet_ClassExternalWebService,.NET,.NET
CAST_DotNet_ClassExternalWebServiceProxy,.NET,.NET
CAST_DotNet_ClassVB,Visual Basic,Visual Basic
CAST_DotNet_ClassVBComponent,Visual Basic,Visual Basic
CAST_DotNet_ClassVBCrystalReportClass,Visual Basic,Visual Basic
CAST_DotNet_ClassVBCustomAttribute,Visual Basic,Visual Basic
CAST_DotNet_ClassVBCustomControl,Visual Basic,Visual Basic
CAST_DotNet_ClassVBDataSet,Visual Basic,Visual Basic
CAST_DotNet_ClassVBException,Visual Basic,Visual Basic
CAST_DotNet_ClassVBForm,Visual Basic,Visual Basic
